source_id,target_id,rel_type,rel_subtype,rel_desc_chn,direction,year_start,year_end,weight,evidence_level,source_ref,cbdb_assoc_code,cbdb_role_type,primary_rel
95068,21751,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95068,24654,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95068,32248,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0
95071,3915,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95071,21194,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95071,32227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95071,32248,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95071,33606,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95071,92147,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95071,92673,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95071,93080,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95071,94227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
95210,32248,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0
95210,32248,KIN,K_OTHER,表兄弟,directed,,,0.7,primary,textid=9601,411,KIN,0
195105,30851,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
195105,31322,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
195105,32540,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
195105,93785,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
444817,447292,KIN,K_CHILD,女兒,directed,,,1.0,primary,舊唐書,176,KIN,1
447292,444817,KIN,K_PARENT,母,directed,,,1.0,primary,舊唐書,111,KIN,0
447419,36130,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
447419,92147,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
447419,94227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
447567,15161,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
447567,21751,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0
447567,32985,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
447567,33606,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1
